词条ID,分类列表,英文原文,润色前,润色后,命中原因,来源文件示例
T002296,对话文本,"Ahoy! Do you care to tell me your name, before I give the order to engage your ship?",啊嗬！在我下令攻击你的船之前，你愿意告诉我你的名字吗？,啊嗬！在我下令攻击你的船之前，你愿意报上名来吗？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002297,对话文本,"Ahoy! Respect the custom of the sea and the terms of parley, and I shall do likewise. Now, who are you?",啊嗬！尊重海洋的习俗和谈判的条款，我也会如此。现在，你是谁？,啊嗬！你尊重海洋的规矩和谈判的条款，我也会照做。现在，你是谁？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002299,对话文本,{STR_SALUTATION}... Ahoy! I hope you have been enjoying fair weather and good seas.,{STR_SALUTATION}……啊嗬！我希望你一直享受着好天气和好海况。,{STR_SALUTATION}……啊嗬！希望你一路风平浪静，海况不错。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002300,对话文本,"{STR_SALUTATION}... Is that you? It doesn't look like you can escape your fate, does it? Let's see if the sea accepts your vile corpse, or if it just vomits it back up.",{STR_SALUTATION}……是你吗？看起来你逃不过你的命运，对吧？让我们看看大海是接受你肮脏的尸体，还是把它吐出来。,{STR_SALUTATION}……是你吗？看来你逃不过自己的命运，对吧？让我们看看大海是收下你这具肮脏的尸体，还是把它吐出来。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002301,对话文本,"Ahoy! If you can hear me at that distance, come no further. Whose ship is this?",啊嗬！如果你能在那个距离听到我说话，就不要再靠近了。这是谁的船？,啊嗬！如果你在那么远能听到我说话，就不要再靠近了。这是谁的船？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002304,对话文本,{STR_SALUTATION}... My ship and crew are yours to command.,{STR_SALUTATION}……我的船和船员听候你的指挥。,{STR_SALUTATION}……我的船和船员都听你指挥。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002305,对话文本,Ahoy! Whose ship is this?,啊嗬！这是谁的船？,啊嗬！这是谁的舰船？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002306,对话文本,"Ahoy! Keep a bowshot's length away, or more, until I know if you're friend or foe.",啊嗬！保持一箭之遥或更远，直到我知道你是敌是友。,啊嗬！保持一箭之遥，或者更远，直到我确认你是敌是友。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002307,对话文本,"Ahoy! Who are you? Speak, before I send you to the bottom.",啊嗬！你是谁？说话，否则我把你送到海底。,啊嗬！你是谁？报上名来，否则我就送你下海底。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002308,对话文本,Ahoy! You want something with us? You might find you've caught more than you bargained for.,啊嗬！你想找我们有事？你可能会发现你惹上了不该惹的麻烦。,啊嗬！找我们有事？小心惹上不该惹的麻烦。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002310,对话文本,"Ahoy! If have anything to say, then say it. But try anything tricky and we'll send you right to the bottom.",啊嗬！如果你有话要说，就说吧。但要是耍花招，我们就把你直接送到海底。,啊嗬！有话就说。但要是耍花招，我们直接送你下海底。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002312,对话文本,Ahoy! {STR_SALUTATION}... I'd know your vessel anywhere! Look at the state of that ship. I'm surprised it doesn't just sink into the sea out of shame.,啊嗬！{STR_SALUTATION}……我一眼就能认出你的船！看看那船的样子。我很惊讶它没有因为羞愧而沉入大海。,啊嗬！{STR_SALUTATION}……我一眼就能认出你的船！看看那舰船的样子。它没因为羞愧而沉入大海，真是让我惊讶。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002313,对话文本,"Ahoy! ... What ship is this, and who's the captain?",啊嗬！……这是什么船，船长是谁？,啊嗬！……这是什么舰船，船长是谁？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002314,对话文本,"Ahoy there, now! Before we fight, if you will, tell me who captains your ship!",啊嗬，听着！在我们开打之前，如果你愿意，告诉我谁指挥你的船！,啊嗬，听着！开打之前，告诉我谁指挥你的舰船！,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002315,对话文本,{STR_SALUTATION}... Is that you on that ship? It's been a while.,{STR_SALUTATION}……在那艘舰船上的是你吗？好久不见了。,{STR_SALUTATION}……那艘舰船上的是你吗？好久不见。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002316,对话文本,"Ahoy! I know you, don't I? {STR_SALUTATION}... Do you and I have anything to talk about?",啊嗬！我认识你，对吧？{STR_SALUTATION}……你和我有什么好谈的吗？,啊嗬！我认识你，对吧？{STR_SALUTATION}……咱们有什么好谈的吗？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002317,对话文本,Ahoy! May I speak to your captain?,啊嗬！我能和你的船长谈谈吗？,啊嗬！我能和你们的船长说句话吗？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002318,对话文本,"Ahoy! Is that you, {STR_SALUTATION}? It's good to see you.",啊嗬！是你吗，{STR_SALUTATION}？很高兴见到你。,啊嗬！是你吗，{STR_SALUTATION}？见到你真好。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002319,对话文本,"Ahoy! Do you wish to speak, before we attack?",啊嗬！在我们进攻之前，你想谈谈吗？,啊嗬！在我们动手之前，你想谈谈吗？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002320,对话文本,"Ahoy! I know your ship. {STR_SALUTATION}, isn't it? Do you and I have anything to talk about?",啊嗬！我认识你的舰船。{STR_SALUTATION}，对吧？你和我有什么好谈的吗？,啊嗬！我认得你的舰船。{STR_SALUTATION}，对吧？咱们有什么好谈的吗？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002321,对话文本,I do not know your ship. Who commands you?,我不识得你的舰船。谁在指挥你？,我不认识你的舰船。谁在指挥你？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002322,对话文本,"Ahoy! Keep your distance, lest you foul our sails. Who is in command over there?",嘿！保持距离，免得你弄脏我们的塞尔。那边是谁在指挥？,嘿！保持距离，别弄脏我们的塞尔。那边是谁在指挥？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002323,对话文本,"Greetings! Do I speak to the captain of this ship, my lady?",幸会！莱迪，我是在与这艘舰船的船长说话吗？,幸会！莱迪，我是在和这艘舰船的船长说话吗？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002324,对话文本,Who captains this ship? I would know whom I slay.,谁指挥这艘舰船？我要知道我杀的是谁。,谁指挥这艘舰船？我得知道自己杀的是谁。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002325,对话文本,{STR_SALUTATION}... I shall stain the seas with your blood.,{STR_SALUTATION}……我将用你的血染红大海。,{STR_SALUTATION}……我要用你的血染红大海。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002326,对话文本,"You, over there! With which bold seafarer do I have the pleasure of speaking?",你，那边那位！我有幸与哪位大胆的航海者交谈？,你，那边那个！我正跟哪位大胆的航海者说话？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002327,对话文本,"You, over there! Tell me the name of the captain brave enough to put to sea in such a leaky jumble of planks as your ship.",你，那边那位！告诉我那位勇敢的船长名字，他竟敢驾着你这艘漏水的木板拼凑物出海。,你，那边那个！告诉我那位船长的名字，他竟敢驾着你这艘漏水拼凑的破船出海。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002328,对话文本,"I trust you have been keeping well, enjoying the salt air and sending the miscreants of the sea to their watery graves.",我相信你一直安好，享受着咸腥的海风，将海上的恶徒送入水底坟墓。,想必你过得不错，吹着咸腥的海风，把海上的恶棍都送进了水底坟墓。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002329,对话文本,"Well... Unless I reckon the odds falsely, I'd say you have a good chance of getting wet shortly. I hope you can swim.",嗯……除非我算错了胜算，否则我敢说你很快就要湿透了。希望你会游泳。,嗯……除非我算错了，否则你很快就要湿透了。希望你会游泳。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002330,对话文本,"{STR_SALUTATION}! When I saw that hull all covered with barnacles, those tangled ropes, that cluttered deck, I knew it must be you!",{STR_SALUTATION}！当我看到那长满藤壶的哈尔、那些缠结的绳索、那杂乱的德克，我就知道一定是你！,{STR_SALUTATION}！一看到那长满藤壶的哈尔、缠结的绳索、杂乱的德克，我就知道是你！,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002331,对话文本,"Peace to you, stranger, and fair seas. I do not know your ship. To whom do I speak?",愿你平安，陌生人，愿你一路顺风。我不识得你的舰船。我在与谁说话？,愿你平安，陌生人，一路顺风。我不认识你的舰船。我在跟谁说话？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002332,对话文本,I do not know your ship. Who are you? What do you want with us?,我不识得你的舰船。你是谁？你想对我们做什么？,我不认识你的舰船。你是谁？你想干什么？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002333,对话文本,"You, over there! Who commands you? Know that we mean to take you or to sink you.",你，那边那位！谁指挥你？要知道我们打算要么夺取你，要么击沉你。,你，那边那个！谁指挥你？告诉你，我们要么夺了你的船，要么击沉它。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002334,对话文本,{STR_SALUTATION}... Peace to you... I hope the sea air is doing you good.,{STR_SALUTATION}……愿你平安……希望海风对你身体有益。,{STR_SALUTATION}……愿你平安……希望海风对你身体有好处。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002335,对话文本,{STR_SALUTATION}... The seas have delivered you into our hands.,{STR_SALUTATION}……大海已将你交到我们手中。,{STR_SALUTATION}……大海把你送到了我们手上。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002336,对话文本,"You, over there! Peace to you! Who captains your ship?",你，那边那位！愿你平安！谁指挥你的舰船？,你，那边那个！愿你平安！谁在指挥你的船？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002337,对话文本,{STR_SALUTATION}... I hope the seas have been treating you well.,{STR_SALUTATION}……希望大海一直善待你。,{STR_SALUTATION}……但愿大海待你不薄。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002338,对话文本,"I don't know you... If you have anything to say, say it quickly. The sharks are hungry and I would not keep them waiting.",我不认识你……如果你有话要说，就快说。鲨鱼饿了，我不想让它们久等。,我不认识你……有话快说。鲨鱼饿了，我可不想让它们等太久。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002339,对话文本,"I've waited a long time for this day. Have a good look around you, for soon your eyes will have little to see but the inside of a shark's belly.",我等这一天已经很久了。好好看看四周，因为很快你的眼睛除了鲨鱼肚子的内部，就什么也看不到了。,我等这一天很久了。好好看看四周吧，很快你的眼睛就只能看见鲨鱼肚子里面了。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002340,对话文本,{STR_SALUTATION}... We sail at your command.,{STR_SALUTATION}……我们听从你的指挥塞尔。,{STR_SALUTATION}……我们听你指挥。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T005431,国家文化家族,"The Nords live in the cold lands beyond the Byalic Sea. From their ancestral homes in the fjords of the Nordvyg, they have migrated west to the island of Beinland and east to the dark forests of the Jumne river. They grow what food they can in the rocky soils of their homeland, but their wealth comes from the sea - from walrus ivory, from whale oil, and from the raiding longships they send forth to harry the peoples of the south.",诺德人居住在比亚里克海彼岸的寒冷之地。他们从诺德维格峡湾的祖居西迁至贝因兰岛，东抵尤姆内河畔的幽暗森林。他们在故土多石的土地上尽力耕作，但财富却来自海洋——海象牙、鲸油，以及他们派往南方劫掠诸族的长船。,诺德人居住在比亚里克海彼岸的寒冷地带。他们从诺德维格峡湾的祖居西迁至贝因兰岛，东抵尤姆内河畔的幽暗森林。他们在故土多石的土地上尽力耕作，但财富却来自海洋——海象牙、鲸油，以及他们派往南方劫掠诸族的长船。,翻译腔命中：之地,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml
T005616,国家文化家族,"The Last Legion was created after the Emperor Arenicos abolished the last of the Empire's standing armies in the wake of the battle of Pendraic, relying instead on the archons' private retinues which were significantly cheaper and better at controlling territory. The Legion is made up of men who detested this change: they loved the old army, its standards and its unit histories and its camp life, and they blame the new system for destroying the empire. But an army does not hold together unless it is paid regularly, and they take contracts from imperial and foreign lords alike.",最后军团成立于阿雷尼科斯皇帝在彭德雷克战役后废除帝国最后常备军之时，转而依赖执政官的私人扈从——这些扈从更廉价且更利于控制领土。军团由憎恶这一变革的人组成：他们热爱旧军队、其军旗、部队历史与营地生活，并指责新制度毁灭了帝国。但一支军队若不能定期领饷便无法维系，因此他们同时接受帝国与外国领主的合同。,最后军团成立于阿雷尼科斯皇帝在彭德雷克战役后废除帝国最后常备军之时，转而依赖执政官的私人扈从——这些扈从更廉价且更利于控制领土。军团由憎恶这一变革的人组成：他们热爱旧军队、其军旗、部队历史与营地生活，并指责新制度毁灭了帝国。但一支军队如果不能定期领饷便无法维系，因此他们同时接受帝国与外国领主的合同。,翻译腔命中：若,SandBox/ModuleData/spclans.xml
T005624,国家文化家族,"The Wolfskins are heirs to a long tradition in the Battanian lands in which warriors-in-training go “wilding” for part of their youth, learning the ways of the woods and how to suffer hardship. So long as a Wolfskin wears no sewn clothes, eats no cooked food, and sleeps under no roof, he is immune from the laws of men. In fact, the modern Wolfskins tend to be the sons of wealthy families taking a few years to indulge their feral side, robbing travellers and living viciously and not necessarily hewing to the old code.",狼皮部族承袭了巴旦尼亚地区的悠久传统：受训的战士在青年时期部分时间“野化”，学习林间之道与忍受苦难。只要狼皮部族成员不穿缝制衣物、不吃熟食、不在屋顶下睡觉，他便不受凡人法律约束。事实上，现代狼皮部族多为富裕家族之子，花几年时间放纵其野性一面，劫掠旅人，生活凶残，未必恪守古老戒律。,狼皮部族承袭了巴旦尼亚地区的悠久传统：受训的战士在青年时期部分时间“野化”，学习林间之道与忍受苦难。只要狼皮部族成员不穿缝制衣物、不吃熟食、不在屋顶下睡觉，他便不受凡人法律约束。事实上，现代狼皮部族多为富裕家族的子弟，花几年时间放纵其野性一面，劫掠旅人，生活凶残，未必恪守古老戒律。,翻译腔命中：之子,SandBox/ModuleData/spclans.xml
T005639,国家文化家族,"The Karakhergit are one of the last nomadic clans in the western steppe. The Urkhunid khans have tried to coax them into settling down, offering them farmlands and serfs in exchange for a commitment to pay taxes and supply military levies, but they have resisted. They are treated by the other clans with a combination of envy and contempt. They trade and sometimes even intermarry with their settled brethren, but they also do a limited amount of kidnapping for ransom and raiding of flocks, and scoff at those who would blame them for carrying on with the heroic old ways.",卡拉赫吉特是西部草原上最后的游牧氏族之一。乌尔昆尼德可汗们曾试图劝诱他们定居，提供农田和农奴以换取纳税和提供军役的承诺，但他们拒绝了。其他氏族对他们既嫉妒又轻蔑。他们与定居的同胞进行贸易，有时甚至通婚，但也进行有限的绑架勒索和劫掠畜群，并嘲笑那些指责他们延续英雄古老方式的人。,卡拉赫吉特是西部草原上最后的游牧氏族之一。乌尔昆尼德可汗们曾试图劝诱他们定居，提供农田和农奴以换取纳税和提供军役的承诺，但他们拒绝了。其他氏族对他们既嫉妒又轻蔑。他们与定居的同胞贸易，有时甚至通婚，但也干些绑架勒索、劫掠畜群的勾当，并嘲笑那些指责他们延续英雄古老方式的人。,翻译腔命中：甚、进行,SandBox/ModuleData/spclans.xml
T005722,国家文化家族,"According to tradition, the first Calradians entered the continent as exiles, coming from lands across the western ocean. But the Empire's center of gravity moved east and south, and their original heartland has, for the most part, been lost to the Vlandians. The west of the Empire today, a warm green land of oak forests and volcanic outcrops, was mostly conquered from the Palaic tribes. They have intermarried with Calradian colonists and today their old languages and customs are mostly forgotten. Service in the legions has traditionally been a path out of rural poverty and many an ambitious general has drawn his most loyal recruits from this region. The landowners here have naturally gravitated towards Garios, the partisan of soldiers and soldiers' interests, in the ongoing civil war.",据传说，首批卡拉迪亚人作为流亡者，自西海彼岸之地进入大陆。但帝国的重心东移南迁，其原始腹地大多已落入瓦兰迪亚之手。今日帝国西部——橡树林与火山岩遍布的温暖绿野——多从帕莱克部落手中征服而来。他们与卡拉迪亚殖民者通婚，古老语言与习俗如今大多被遗忘。从军历来是摆脱乡村贫困的出路，许多雄心勃勃的将军从这一地区招募最忠诚的兵员。在内战中，此地地主自然倾向于加里奥斯——士兵与士兵利益的捍卫者。,据传说，首批卡拉迪亚人作为流亡者，自西海彼岸进入大陆。但帝国的重心东移南迁，其原始腹地大多已落入瓦兰迪亚之手。今日帝国西部——橡树林与火山岩遍布的温暖绿野——多从帕莱克部落手中征服而来。他们与卡拉迪亚殖民者通婚，古老语言与习俗如今大多被遗忘。从军历来是摆脱乡村贫困的出路，许多雄心勃勃的将军从这一地区招募最忠诚的兵员。在内战中，此地地主自然倾向于加里奥斯——士兵与士兵利益的捍卫者。,翻译腔命中：之地,SandBox/ModuleData/spkingdoms.xml
T005735,国家文化家族,"The Empire always preferred not to send its legions into the army-devouring wastes of the Nahasa. Instead, it projected its power into this borderland by cultivating client rulers among the clans, who competed in an endless dance of power. Those clans that could secure a hold on the oases won an imperial subsidy to protect passing caravans and grew rich. Those who could not were pushed into the desert, left to raise goats and raid caravans until they could plot a comeback. Today, with the waning of the empire, the Aserai have agreed to form a confederacy under a sultan chosen from richest of the clans, the Banu Hulyan. But everyone knows that the dance has only temporarily been stopped, and at the right moment it will begin again.",帝国素来不愿将军团派往纳哈萨那吞噬军队的荒原。相反，它通过扶植部族中的附庸统治者来投射力量——这些部族在无尽的权力之舞中相互竞争。那些能占据绿洲的部族获得帝国补贴以保护过往商队，从而致富；未能如愿者则被逼入沙漠，以牧羊和劫掠商队为生，直至图谋东山再起。如今，随着帝国衰落，阿塞莱人同意组成联盟，由最富有的部族巴努·胡利安选出的苏丹统领。但众人皆知，这场舞蹈只是暂时停歇，时机一到便会重开。,帝国素来不愿将军团派往纳哈萨那吞噬军队的荒原。相反，它通过扶植部族中的附庸统治者来投射力量——这些部族在无尽的权力之舞中相互竞争。那些能占据绿洲的部族获得帝国补贴以保护过往商队，从而致富；没能如愿者则被逼入沙漠，以牧羊和劫掠商队为生，直至图谋东山再起。如今，随着帝国衰落，阿塞莱人同意组成联盟，由最富有的部族巴努·胡利安选出的苏丹统领。但众人皆知，这场舞蹈只是暂时停歇，时机一到便会重开。,翻译腔命中：从而、未能,SandBox/ModuleData/spkingdoms.xml
T005744,国家文化家族,"From time immemorial there has been a High King of Battania, crowned with great ceremony on the sacred hill of Dunthanach. Ask any Battanian chieftain, however, whose ”kingdom” he lives in, and he will look around at his hall and his fields and his pastures, his flocks and his retainers, and answer ”Mine, of course.” Only lately, following the example of the Empire, have the High Kings made any effort to exert their authority. ”Such unruly cattle as my people require a strong herdsman's hand to steer them from the ravine and protect them from the wolf,” said one recent high king, just before he was betrayed by a jealous cousin and taken in chains to the nearest imperial outpost.",自太古以来，巴坦尼亚便有一位至高王，在神圣的邓萨纳克山丘上举行盛大加冕。然而，若问任何一位巴旦尼亚酋长他生活在谁的“王国”中，他会环顾自己的厅堂、田野、牧场、羊群与随从，答道：“当然是我的。”直到最近，效仿帝国的榜样，至高王们才开始努力行使权威。“我这些桀骜不驯的子民，如同不羁的牛群，需要一位强壮的牧人之手，引导他们远离深渊，保护他们免受狼群侵害。”一位近代至高王如是说，随即被嫉妒的堂表亲出卖，戴上镣铐押往最近的帝国前哨。,自太古以来，巴坦尼亚便有一位至高王，在神圣的邓萨纳克山丘上举行盛大加冕。然而，如果问任何一位巴旦尼亚酋长他生活在谁的“王国”中，他会环顾自己的厅堂、田野、牧场、羊群与随从，答道：“当然是我的。”直到最近，效仿帝国的榜样，至高王们才开始努力行使权威。“我这些桀骜不驯的子民，如同不羁的牛群，需要一位强壮的牧人之手，引导他们远离深渊，保护他们免受狼群侵害。”一位近代至高王如是说，随即被嫉妒的堂表亲出卖，戴上镣铐押往最近的帝国前哨。,翻译腔命中：若,SandBox/ModuleData/spkingdoms.xml
T005795,国家文化家族,"The Aserai are the principal inhabitants of the Nahasa, the Bronze Desert, in the south of Calradia. To the outsider it would appear a desolate place, fields of dunes broken by gravel plains and volcanic outcrops. But there is water underground, trapped in depressions or beneath the wadis where the occasional flash flood rumbles by, and in these oases people have settled. They are divided into dozens of clans and sub-clans, each with its elaborate genealogy, but are collectively known as the Banu Asera, the sons of Asera. Their sense of nationhood, such as it is, comes from tracing their lineage to this legendary patriarch. Their wealth and power, which is considerable, comes from controlling the isolated water-sources that allow caravans from distant lands to cross the desert.",阿塞莱人是纳哈萨——青铜沙漠——的主要居民，该沙漠位于卡拉迪亚南部。在外人看来，这里是一片荒凉之地，沙丘原野被砾石平原和火山岩层所切割。但地下有水，蓄积在洼地或干涸河床之下，偶尔有山洪轰鸣而过。在这些绿洲中，人们定居下来。他们分为数十个氏族和分支，各有精细的谱系，但统称为巴努·阿塞拉，即阿塞拉之子。他们的民族认同感，若有的话，源于追溯至这位传奇始祖的血脉。他们拥有可观的财富与权力，源于控制着孤立的水源，使来自远方的商队得以穿越沙漠。,阿塞莱人是纳哈萨——青铜沙漠——的主要居民，该沙漠位于卡拉迪亚南部。在外人看来，这里一片荒凉，沙丘原野被砾石平原和火山岩层所切割。但地下有水，蓄积在洼地或干涸河床之下，偶尔有山洪轰鸣而过。在这些绿洲中，人们定居下来。他们分为数十个氏族和分支，各有精细的谱系，但统称为巴努·阿塞拉，即阿塞拉之子。他们的民族认同感，如果有的话，源于追溯至这位传奇始祖的血脉。他们拥有可观的财富与权力，源于控制着孤立的水源，使来自远方的商队得以穿越沙漠。,翻译腔命中：之地、之子、若,SandBoxCore/ModuleData/spcultures.xml
T008335,任务剧情,Active Quest,进行中任务,中的任务,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008336,任务剧情,This hero is busy with an issue or a quest.,此英雄正忙于事务或任务。,这位英雄正忙于事务或任务。,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008344,任务剧情,Active Quests,进行中任务,中任务,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008345,任务剧情,No Active Quest,无进行中任务,无中任务,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008347,任务剧情,Active Quest(s),进行中任务,当前任务,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008349,任务剧情,Are you sure you want to abdicate leadership?{?WILL_DESTROY}{newline}There are no other clans to take leadership. Your kingdom will be destroyed.{?}{\?},确定要放弃领导权吗？{?WILL_DESTROY}{newline}没有其他氏族可以接管领导权。你的王国将被摧毁。{?}{\?},确定要放弃领导权吗？{?WILL_DESTROY}{newline}没有其他氏族能接手领导权。你的王国会覆灭。{?}{\?},对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008350,任务剧情,{GOLD_AMOUNT}{GOLD_ICON} received as reward.,{GOLD_AMOUNT}{GOLD_ICON} 作为奖励获得。,获得奖励：{GOLD_AMOUNT}{GOLD_ICON}。,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008353,任务剧情,Are you sure you want to surrender? All of your troops will be lost!,确定要投降吗？你所有的部队都将损失！,确定要投降吗？你的所有部队都会损失！,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008354,任务剧情,"Your opponent wants to forfeit. Do you accept your win? If you don't, you will continue playing.",你的对手想要认输。你接受胜利吗？如果不接受，你将继续游戏。,你的对手想要认输。你接受胜利吗？如果不接受，就继续战斗。,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008355,任务剧情,Can't access quests right now!,现在无法访问任务！,现在无法查看任务！,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008357,任务剧情,Quest Completed: {QUEST_TITLE},任务已完成：{QUEST_TITLE},任务完成：{QUEST_TITLE},对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008363,任务剧情,{ISSUE_NAME}: Your troops are resolving this problem.,{ISSUE_NAME}：你的部队正在解决此事。,{ISSUE_NAME}：你的部队正在处理此事。,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008365,任务剧情,{ISSUE_NAME}: Your troops failed to resolve the matter.,{ISSUE_NAME}：你的部队未能解决此事。,{ISSUE_NAME}：你的部队没能解决此事。,对话/剧情全量润色,Native/ModuleData/module_strings.xml
T008367,任务剧情,Request Friendship,请求友谊,请求结为好友,对话/剧情全量润色,Native/ModuleData/native_strings.xml
T008368,任务剧情,{REQUESTER} sent you a friend request.,{REQUESTER} 向你发送了好友请求。,{REQUESTER} 向你发来了好友请求。,对话/剧情全量润色,Native/ModuleData/native_strings.xml
T008370,任务剧情,"You cannot take this action, as this ship is being used in a quest.",你无法执行此操作，因为这艘船正被用于某个任务。,你无法执行此操作，因为这艘舰船正被用于某个任务。,对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008372,任务剧情,"You saved your brothers, and you decided to execute {RADAGOS.LINK} because he caused the death of your parents.",你救出了你的兄弟们，并决定处决{RADAGOS.LINK}，因为他导致了你父母的死亡。,你救出了你的兄弟们，并决定处决{RADAGOS.LINK}，因为他害死了你的父母。,对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008373,任务剧情,"We found your little brother. But my former partner {HIDEOUT_BOSS.LINK} betrayed me. We came into his camp to negotiate the boy’s release, and he seized us right then and there.[if:convo_angry_voice]",我们找到了你的弟弟。但我以前的搭档{HIDEOUT_BOSS.LINK}背叛了我。我们进入他的营地谈判释放那孩子，他当场就抓住了我们。[if:convo_angry_voice],我们找到了你的弟弟。但我以前的搭档{HIDEOUT_BOSS.LINK}背叛了我。我们去了他的营地谈判放人，他当场就把我们抓了。[if:convo_angry_voice],对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008374,任务剧情,"Yes, we are all fine. {LITTLE_BROTHER.NAME} is scared but fine... We need to be quick and get the hell out of this place.[if:convo_calm_friendly][ib:confident]",是的，我们都很好。{LITTLE_BROTHER.NAME}很害怕，但没事……我们得快点离开这个鬼地方。[if:convo_calm_friendly][ib:confident],是的，我们都还好。{LITTLE_BROTHER.NAME}很害怕，但没事……我们得快点离开这个鬼地方。[if:convo_calm_friendly][ib:confident],对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008377,任务剧情,"Well... Looks like we've gotten your brother back to you, so my end of our deal is complete. I'll be making myself scarce now.[ib:hip][if:convo_uncomfortable_voice]",嗯……看来我们已经把你的弟弟还给你了，所以我这边的事已经完成了。我现在就消失。[ib:hip][if:convo_uncomfortable_voice],嗯……看来我们已经把你弟弟还回来了，我这边的交易也算完成了。我这就消失。[ib:hip][if:convo_uncomfortable_voice],对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
T008378,任务剧情,"Perhaps by saving my brother you earned your life back. Very well, go now.",也许救了我的弟弟让你换回了自己的命。很好，走吧。,也许救了我弟弟，让你换回了自己的命。很好，走吧。,对话/剧情全量润色,NavalDLC/ModuleData/module_strings.xml
