术语ID,优先级,术语类型,英文术语,统一中文译名,分类列表,模块列表,出现次数,来源文件示例,备注
G06706,P2,界面菜单,Current Wage,当前军饷,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06707,P2,界面菜单,Customize your banner's sigil,自定义旗帜徽章,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_GauntletUI.xml,文化称呼与专名音译修订
G06708,P2,界面菜单,Daily,每日,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06709,P2,界面菜单,Daily Wage,日薪,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06710,P2,界面菜单,Date Started,开始日期,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06711,P2,界面菜单,Delete Save,删除存档,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06712,P2,界面菜单,Deployment,部署,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06713,P2,界面菜单,Deselect all selected heroes,取消选择所有英雄,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06714,P2,界面菜单,Effects,效果,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06715,P2,界面菜单,Elections,选举,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06716,P2,界面菜单,End-of-day denars,日终第纳尔,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06717,P2,界面菜单,Enter your name,输入你的名字,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06718,P2,界面菜单,Error while displaying the troop tree,显示兵种树时出错,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06719,P2,界面菜单,Expected Change,预期变化,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06720,P2,界面菜单,Eyebrow Type,眉型,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06721,P2,界面菜单,Failed to Apply Changes,应用更改失败,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06722,P2,界面菜单,Fast Cursor Move Down,快速下移光标,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06723,P2,界面菜单,Fast Cursor Move Left,快速左移光标,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06724,P2,界面菜单,Fast Cursor Move Right,快速右移光标,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06725,P2,界面菜单,Fast Cursor Move Up,快速上移光标,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06726,P2,界面菜单,Field Battle,野战,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06727,P2,界面菜单,Field of View,视野,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06728,P2,界面菜单,Flip Hair,翻转发型,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06729,P2,界面菜单,Focus End,焦点结束,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06730,P2,界面菜单,Focus Start,焦点开始,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06731,P2,界面菜单,Food Items,食物物品,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06732,P2,界面菜单,Forging,锻造,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06733,P2,界面菜单,Free Build,自由建造,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06734,P2,界面菜单,Garrison Wages,驻军工资,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06735,P2,界面菜单,Get Input from the Warehouse,从仓库取货,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06736,P2,界面菜单,Gift Settlement,赠予定居点,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06737,P2,界面菜单,Give Away,赠予,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06738,P2,界面菜单,Give Settlement,让出定居点,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06739,P2,界面菜单,Governor Effects,总督效果,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06740,P2,界面菜单,Governor of,总督于,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06741,P2,界面菜单,Halted,已停止,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06742,P2,界面菜单,Healing Rate,治疗速率,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06743,P2,界面菜单,Health,生命值,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06744,P2,界面菜单,Hearth,炉火,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06745,P2,界面菜单,Hero Troops,英雄部队,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06746,P2,界面菜单,Heroes Healing Rate,英雄治疗速率,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06747,P2,界面菜单,High risk of rebellion,叛乱风险高,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06748,P2,界面菜单,Hold to Drop,长按丢弃,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06749,P2,界面菜单,Holding,持有中,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06750,P2,界面菜单,Horse Archer Influence,骑射影响,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06751,P2,界面菜单,Horse Tier,马匹等级,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06752,P2,界面菜单,Horse Type,马匹类型,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06753,P2,界面菜单,In your party,在你的队伍中,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06754,P2,界面菜单,Independent,独立,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06755,P2,界面菜单,Inventory Capacity,库存容量,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06756,P2,界面菜单,Inventory Capacity at Sea,海上库存容量,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06757,P2,界面菜单,Inventory Capacity on Land,陆地库存容量,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06758,P2,界面菜单,Ironman,铁人模式,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06759,P2,界面菜单,Item Properties,物品属性,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06760,P2,界面菜单,Keep all holdings,保留所有领地,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06761,P2,界面菜单,Keybindings,按键绑定,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06762,P2,界面菜单,Land Capacity Exceeded,陆地容量超限,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06763,P2,界面菜单,Land Troop Capacity,陆地部队容量,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06764,P2,界面菜单,Last Updated,最后更新,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06765,P2,界面菜单,Learn more,了解更多,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06766,P2,界面菜单,Learning Limit,学习上限,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06767,P2,界面菜单,Learning Rate,学习速率,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06768,P2,界面菜单,Leave in settlement,留在定居点,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06769,P2,界面菜单,Leave Member(s),留下成员,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06770,P2,界面菜单,Leaving Kingdom,离开王国,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06771,P2,界面菜单,Look,外观,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06772,P2,界面菜单,Manage Workshop,管理工坊,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06773,P2,界面菜单,Map Camera Rotate,地图视角旋转,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06774,P2,界面菜单,Map Cursor Move,地图光标移动,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06775,P2,界面菜单,Market Food Stocks,市场食物储备,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06776,P2,界面菜单,Max HP,最大生命值,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06777,P2,界面菜单,Max. Hit Points,最大生命值,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06778,P2,界面菜单,Missile Speed,弹射速度,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06779,P2,界面菜单,Morale Bonus,士气加成,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06780,P2,界面菜单,Move Character,移动角色,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06781,P2,界面菜单,Name cannot be empty,名称不能为空,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06782,P2,界面菜单,Name your save file,命名存档文件,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06783,P2,界面菜单,Naval Battle,海战,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06784,P2,界面菜单,Next Page,下一页,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06785,P2,界面菜单,No banner equipped,未装备旗帜,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06786,P2,界面菜单,No changes,无变更,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06787,P2,界面菜单,No delay,无延迟,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06788,P2,界面菜单,No Governor,无总督,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06789,P2,界面菜单,No perks,无特长,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06790,P2,界面菜单,No Skills,无技能,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06791,P2,界面菜单,No Smithing Perks,无锻造特长,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06792,P2,界面菜单,Not Enough Influence,影响力不足,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06793,P2,界面菜单,Notice,通知,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06794,P2,界面菜单,Number of Attacker Ships,攻击方舰船数,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06795,P2,界面菜单,Number of Consumable Items,消耗品数量,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06796,P2,界面菜单,Number of Defender Ships,防御方舰船数,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06797,P2,界面菜单,Order Can Not Be Completed,订单无法完成,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06798,P2,界面菜单,Over Limit,超出上限,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06799,P2,界面菜单,Overwrite,覆盖,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06800,P2,界面菜单,Owned Fief Count,拥有的封地数量,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06801,P2,界面菜单,Owner of,所有者,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06802,P2,界面菜单,Parties' Average Morale,部队平均士气,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06803,P2,界面菜单,Parties' Food,部队粮食,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06804,P2,界面菜单,Party Prisoner Size Limit,部队俘虏上限,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06805,P2,界面菜单,Party Role,部队角色,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06806,P2,界面菜单,Party Speed,部队速度,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06807,P2,界面菜单,Party Troop Size Limit,部队兵力上限,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06808,P2,界面菜单,Party Wage,部队军饷,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06809,P2,界面菜单,Play as,扮演,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06810,P2,界面菜单,Please reconnect controller to continue,请重新连接手柄以继续,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_GauntletUI.xml,文化称呼与专名音译修订
G06811,P2,界面菜单,Press to Equip,按此装备,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06812,P2,界面菜单,Previous Page,上一页,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06813,P2,界面菜单,Primary,主手,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06814,P2,界面菜单,Prisoner,俘虏,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06815,P2,界面菜单,Productions,生产,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06816,P2,界面菜单,Projects,工程,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06817,P2,界面菜单,Re-enable Battle UI,重新启用战斗界面,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_GauntletUI.xml,文化称呼与专名音译修订
G06818,P2,界面菜单,Recently Escaped Captivity,近期逃脱,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06819,P2,界面菜单,Recently rebelled,近期叛乱,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06820,P2,界面菜单,Recently Released From Captivity,近期获释,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06821,P2,界面菜单,Recovering,休整中,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06822,P2,界面菜单,Recruit Prisoners,招募俘虏,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06823,P2,界面菜单,Refinement,精炼,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06824,P2,界面菜单,Regrouping,重整中,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06825,P2,界面菜单,Relinquish all holdings,放弃所有领地,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06826,P2,界面菜单,Remove assignee,移除指派者,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06827,P2,界面菜单,Remove From Bookmarks,移出书签,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06828,P2,界面菜单,Remove from queue,移出队列,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06829,P2,界面菜单,Required Materials,所需材料,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06830,P2,界面菜单,Requirements,需求,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06831,P2,界面菜单,Requires,需要,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06832,P2,界面菜单,Reserve,预留,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06833,P2,界面菜单,Reset all keys to default,重置所有按键为默认,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06834,P2,界面菜单,Reset Deployment,重置部署,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06835,P2,界面菜单,Reset this category to default,重置此类别为默认,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06836,P2,界面菜单,Reset to Defaults,恢复默认,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06837,P2,界面菜单,Reset Tutorials,重置教程,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06838,P2,界面菜单,Return to Education,返回教育,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_GauntletUI.xml,文化称呼与专名音译修订
G06839,P2,界面菜单,Return To The Map,返回大地图,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06840,P2,界面菜单,Revert Changes,撤销更改,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06841,P2,界面菜单,Review,审查,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06842,P2,界面菜单,Right Click to Remove,右键移除,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06843,P2,界面菜单,Risk of rebellion,叛乱风险,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06844,P2,界面菜单,Running,奔跑中,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06845,P2,界面菜单,Save Game,保存游戏,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06846,P2,界面菜单,Saved Campaigns,已保存战役,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_ViewModelCollection.xml,文化称呼与专名音译修订
G06847,P2,界面菜单,Sea Capacity Exceeded,海上容量超限,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06848,P2,界面菜单,Secondary,副手,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06849,P2,界面菜单,Select all heroes,选择所有英雄,界面菜单,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade_ViewModelCollection.xml,文化称呼与专名音译修订
G06850,P2,界面菜单,Select an item to refine,选择要精炼的物品,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
G06851,P2,界面菜单,Select an item to smelt,选择要熔炼的物品,界面菜单,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem_ViewModelCollection.xml,文化称呼与专名音译修订
