行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文,中文译文,翻译状态
41637,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[249],Settlement,castle_village_V2_1,attr:text,epJhvpdW,"Hongard sits in the warm wooded lands near the meandering Trand River. This region, rich in wheat and once the heartland of the Empire, is now the center of the Vlandian kingdom.",洪加德坐落在蜿蜒的特兰德河附近温暖多林的地区。这片地区盛产小麦，曾是帝国的腹地，如今是瓦兰迪亚王国的中心。,已翻译
41641,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[250],Settlement,castle_village_V2_2,attr:name,Settlements.Settlement.name.castle_village_V2_2,Ferton,费尔顿,已翻译
41642,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[250],Settlement,castle_village_V2_2,attr:text,Settlements.Settlement.text.castle_village_V2_2,"Ferton sits at the base of the Biscan Hills. This warm coast, fragrant with lavender and thyme, is well-suited to the growing of olives..",费尔顿坐落在比斯坎丘陵脚下。这片温暖的海岸弥漫着薰衣草和百里香的芬芳，非常适合橄榄的种植。,已翻译
41646,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[251],Settlement,castle_V3,attr:name,Settlements.Settlement.name.castle_V3,Drapand Castle,德拉潘德堡,已翻译
41647,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[252],Settlement,castle_village_V3_1,attr:name,Settlements.Settlement.name.castle_village_V3_1,Drapand,德拉潘德,已翻译
41648,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[252],Settlement,castle_village_V3_1,attr:text,K1XMpxea,"Drapand sits near the tip of Cape Fal, a promontory just south of the mouth of the Trand River. The foremost seafaring village on this coast, it gives its name to the bay to its north. The villagers venture out far into the seas to hunt right and blackfish whales, and sometimes range as far north as Beinland chasing bowheads and narwhals.",德拉潘德坐落在法尔角附近，这是特兰德河口以南的一个海岬。作为这片海岸上最重要的航海村庄，它以北方的海湾命名。村民们远航出海，捕猎露脊鲸和黑鲸，有时甚至远至北方的贝因兰，追逐弓头鲸和独角鲸。,已翻译
41652,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[253],Settlement,castle_V4,attr:name,Settlements.Settlement.name.castle_V4,Ormanfard Castle,奥曼法德堡,已翻译
41653,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[254],Settlement,castle_village_V4_1,attr:name,Settlements.Settlement.name.castle_village_V4_1,Ormanfard,奥曼法德,已翻译
41654,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[254],Settlement,castle_village_V4_1,attr:text,w6hCZS3K,"Ormanfard sits at the foot of the Ormanthal, a pass that leads to the Battanian lands. Rains are plentiful and wheat and barley grow well on the hillsides, but villagers are always alert for the sounds of horns from the castle guarding the pass, warning of Battanian raiders.",奥曼法德坐落在奥曼塔尔山麓，这是一条通往巴旦尼亚地区的隘口。雨水充沛，山坡上小麦和大麦生长良好，但村民们始终警惕着守卫隘口的城堡传来的号角声，那是巴旦尼亚掠夺者的警报。,已翻译
41658,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[255],Settlement,castle_V5,attr:name,Settlements.Settlement.name.castle_V5,Tirby Castle,蒂尔比堡,已翻译
41659,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[256],Settlement,castle_village_V5_1,attr:name,Settlements.Settlement.name.castle_village_V5_1,Tirby,蒂尔比,已翻译
41660,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[256],Settlement,castle_village_V5_1,attr:text,Settlements.Settlement.text.castle_village_V5_1,Tirby looks out onto the cold misty waters that lie off of the Ebor peninsula. The low-lying lands on the northern side of the Ebor are suited to the growing of flax.,蒂尔比眺望着埃博尔半岛外寒冷多雾的海域。埃博尔北侧的低洼地带适宜亚麻的种植。,已翻译
41664,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[257],Settlement,castle_village_V5_2,attr:name,Settlements.Settlement.name.castle_village_V5_2,Sirindac,西林达克,已翻译
41665,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[257],Settlement,castle_village_V5_2,attr:text,jRaphKwi,"Sirindac lies beneath the high ridges of the Ebor peninsula, somewhat sheltered from the bitter winds blowing out of the northwest. It was settled by prospectors hunting for silver in the mountain streams, but that has mostly been exhausted and the region now mostly exports clay for local potters.",西林达克坐落于埃博半岛的高脊之下，多少遮蔽了西北吹来的凛冽寒风。最初由在山溪中寻找白银的探矿者定居，但银矿大多已枯竭，如今该地区主要出口黏土给当地陶工。,已翻译
41669,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[258],Settlement,castle_V6,attr:name,Settlements.Settlement.name.castle_V6,Caleus Castle,卡利乌斯堡,已翻译
41670,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[259],Settlement,castle_village_V6_1,attr:name,Settlements.Settlement.name.castle_village_V6_1,Caleus,卡莱乌斯,已翻译
41671,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[259],Settlement,castle_village_V6_1,attr:text,Settlements.Settlement.text.castle_village_V6_1,"Caleus lies on the misty coastal plain south of the Bay of Varcheg. Villagers speak a mix of the Vlandian, Sturgian and Battanian tongues. They grow flax in the lowlands here.",卡莱乌斯位于瓦尔切格湾以南雾气弥漫的沿海平原。村民们说着瓦兰迪亚语、斯特吉亚语和巴旦尼亚语的混合语。他们在低地种植亚麻。,已翻译
41675,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[260],Settlement,castle_village_V6_2,attr:name,Settlements.Settlement.name.castle_village_V6_2,Deriat,德里亚特,已翻译
41676,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[260],Settlement,castle_village_V6_2,attr:text,Settlements.Settlement.text.castle_village_V6_2,"Deriat sits just inland of the Bay of Drapand. Villagers here raise hogs, herding them to the nearby highlands to forage for nuts and roots.",德里亚特坐落在德拉潘德湾内陆不远处。这里的村民养猪，将它们赶到附近高地觅食坚果和根茎。,已翻译
41680,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[261],Settlement,castle_V7,attr:name,Settlements.Settlement.name.castle_V7,Talivel Castle,塔利维尔堡,已翻译
41681,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[262],Settlement,castle_village_V7_1,attr:name,Settlements.Settlement.name.castle_village_V7_1,Talivel,塔利维尔,已翻译
41682,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[262],Settlement,castle_village_V7_1,attr:text,shrCpiut,Talivel lies in the middle of the Trand valley in the Vlandian heartland. Villagers plant olives here on the hillsides.,塔利维尔位于瓦兰迪亚腹地特兰河谷的中部。村民们在山坡上种植橄榄。,已翻译
41686,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[263],Settlement,castle_V8,attr:name,Settlements.Settlement.name.castle_V8,Verecsand Castle,韦雷克桑德堡,已翻译
41687,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[264],Settlement,castle_village_V8_1,attr:name,Settlements.Settlement.name.castle_village_V8_1,Verecsand,韦雷克桑德,已翻译
41688,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[264],Settlement,castle_village_V8_1,attr:text,Settlements.Settlement.text.castle_village_V8_1,Verecsand sits in the lowlands of the Trand valley. Villagers here grow wheat in the gentle downs by the meandering river.,韦雷克桑德坐落在特兰河谷的低地。村民们沿着蜿蜒的河流在平缓的丘陵上种植小麦。,已翻译
41692,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[265],Settlement,town_V1,attr:name,Settlements.Settlement.name.town_V1,Sargot,萨戈特,已翻译
41693,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[265],Settlement,town_V1,attr:text,aOn6pa0D,"Sargot is a common name for hills, promontories, islands and other defensible positions in western Calradia. It refers to a fortified encampment of the Massa, a tribe allied to the the Vlandians who joined their invasion. Though the Massa moved on, their stay was often so traumatic for a district that the name remained long after their departure. This Sargot was actually founded on the ruins of an imperial town, resettled by Vlandians, and which has supplanted the memory of the community that came before it.",萨戈特是卡拉迪亚西部对山丘、海岬、岛屿和其他防御阵地的常见称呼。它指的是马萨人的设营营地，马萨人是与瓦兰迪亚人结盟并加入其入侵的部落。尽管马萨人继续前行，但他们的停留往往给一个地区带来创伤，以至于在他们离开后很久，这个名字仍然留存。这个萨戈特实际上是在一座帝国城镇的废墟上建立的，由瓦兰迪亚人重新定居，并取代了之前社区的记忆。,已翻译
41697,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[266],Settlement,village_V1_1,attr:name,Settlements.Settlement.name.village_V1_1,Calioc,卡利奥克,已翻译
41698,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[266],Settlement,village_V1_1,attr:text,TrAqb5E9,"Calioc sits in the Neurval, the valley between the Epiric and Biscan Hills. The people of this district grow flax on the wet valley floor.",卡利奥克坐落在纽尔瓦尔，即埃皮里克丘陵与比斯坎丘陵之间的山谷。该地区的民众在潮湿的谷底种植亚麻。,已翻译
41702,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[267],Settlement,village_V1_2,attr:name,Settlements.Settlement.name.village_V1_2,Echarfurd,埃查弗德,已翻译
41703,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[267],Settlement,village_V1_2,attr:text,Settlements.Settlement.text.village_V1_2,"Echarfurd sits on the northern slopes of the Epiric Hills. Unlike most settlements in the kingdom, it was founded by Vlandian migrants, who named it after a settlement in their old homeland. The villagers here grow wheat, finding a ready market in the garrisons stationed nearby.",埃查弗德坐落在埃皮里克丘陵的北坡。与王国中的大多数定居点不同，它由瓦兰迪亚移民建立，他们以旧家园的一个定居点命名。这里的村民种植小麦，在附近驻军中找到现成的市场。,已翻译
41707,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[268],Settlement,castle_village_V7_2,attr:name,Settlements.Settlement.name.castle_village_V7_2,Rodetan,罗德坦,已翻译
41708,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[268],Settlement,castle_village_V7_2,attr:text,Settlements.Settlement.text.village_V1_3,"Rodetan takes its name from the ruddy, iron-rich soil of this part of the the Biscan Hills. The mines of this district supply the iron ore for many of the forges of the Vlandian kingdom.",罗德坦得名于比斯坎丘陵这一带富含铁质的红土。该地区的矿井为瓦兰迪亚王国的许多锻炉供应铁矿石。,已翻译
41712,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[269],Settlement,town_V2,attr:name,Settlements.Settlement.name.town_V2,Ocs Hall,奥克斯厅,已翻译
41713,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[269],Settlement,town_V2,attr:text,nhmBQIC4,"Ocs Hall is one of the few towns in the Vlandian kingdom that was founded after the seizure of the land from the Empire. This valley was once an isolated holdout of Battanians, centered on the Llyn Modris, a marshy pool said to be the court of a watery spirit-queen to whom the peoples of the region made offerings. It was conquered however by the Vlandian warlord Oca, who drained the pool for farmland and built his great hall on the heights above. The Battanian tribes were driven inland, over the Rhennod, and took their legends with them.",奥克斯厅是瓦兰迪亚王国中少数在从帝国夺取土地后建立的城镇之一。这个山谷曾是巴坦尼亚人的孤立据点，以林恩·莫德里斯为中心，那是一个沼泽池塘，据说是水精灵女王的宫廷，该地区的人民曾向她献祭。然而，它被瓦兰迪亚军阀奥卡征服，他排干池塘用于农田，并在高地之上建造了他的大厅。巴坦尼亚部落被驱赶到内陆，越过伦诺德，带走了他们的传说。,已翻译
41717,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[270],Settlement,village_V2_1,attr:name,Settlements.Settlement.name.village_V2_1,Mareiven,马雷文,已翻译
41718,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[270],Settlement,village_V2_1,attr:text,Settlements.Settlement.text.village_V2_1,"Mareiven sits in the Vlandian coastal lowlands, beneath the hills of the Rhennod. Villagers harvest the tall trees of the heights, selling the logs to cities on the coast.",马雷文坐落在瓦兰迪亚沿海低地，伦诺德丘陵之下。村民们采伐高地的参天大树，将原木卖给沿海城市。,已翻译
41722,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[271],Settlement,village_V2_2,attr:name,Settlements.Settlement.name.village_V2_2,Oritan,奥里坦,已翻译
41723,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[271],Settlement,village_V2_2,attr:text,Settlements.Settlement.text.village_V2_2,"Oritan sits high in the Rhennod, the western escarpment of the Uchalion massif. The families of this region trace their descent to Vlandian mercenaries who intermarried with local hill peoples related to the Battanians.",奥里坦高踞于伦诺德，即乌查利翁山块的西侧悬崖。该地区的家族追溯其血统至与当地与巴坦尼亚人相关的山地民族通婚的瓦兰迪亚雇佣兵。,已翻译
41727,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[272],Settlement,village_V2_3,attr:name,Settlements.Settlement.name.village_V2_3,Fregian,弗雷吉安,已翻译
41728,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[272],Settlement,village_V2_3,attr:text,Settlements.Settlement.text.village_V2_3,Fregian sits in a shallow valley near Ocs Hall. Villagers plant flax on boggy land that was once a marshy lake before it was drained by the Vlandian barons.,弗雷吉安坐落在奥克斯厅附近的一个浅谷中。村民们在沼泽地上种植亚麻，这片土地在被瓦兰迪亚男爵排干之前曾是一个沼泽湖。,已翻译
41732,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[273],Settlement,castle_village_V8_2,attr:name,Settlements.Settlement.name.castle_village_V8_2,Marin,马林,已翻译
41733,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[273],Settlement,castle_village_V8_2,attr:text,Settlements.Settlement.text.village_V2_4,Marin lies on the edges of the broad valley of the meandering Trand. Misty mornings cooled by sea drifting south and warm afternoons make this land well-suited to the growing of grapes.,马林位于蜿蜒的特兰河宽阔河谷的边缘。被南流海风冷却的雾蒙蒙的早晨和温暖的下午使这片土地非常适合种植葡萄。,已翻译
41737,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[274],Settlement,town_V3,attr:name,Settlements.Settlement.name.town_V3,Pravend,普拉文德,已翻译
41738,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[274],Settlement,town_V3,attr:text,Nx0qK2g6,"Paravenos was the second major colony founded by Calradios the Great, and it soon succeeded Charasea as the capital of the Calradians. Eventually, the Empire's center of gravity moved east, but Paravenos retained its primacy as the economic center of the West. When Osric Iron-Arm the Vlandian invaded, he recognized Paravenos would be far more valuable as a seat of power than as simply as a source of loot, and negotiated its surrender with local senators. It passed to a cadet branch of Osric's line, the dey Tihr clan, and is today known as Pravend.",帕拉维诺斯是伟大的卡拉迪奥斯建立的第二个主要殖民地，并很快取代查拉西亚成为卡拉迪亚人的首都。最终，帝国的重心东移，但帕拉维诺斯保留了作为西方经济中心的地位。当瓦兰迪亚的奥斯里克铁臂入侵时，他认识到帕拉维诺斯作为权力所在地远比仅仅作为掠夺来源更有价值，并与当地元老谈判投降。它传给了奥斯里克家族的一个旁支，德·蒂尔氏族，如今被称为普拉文德。,已翻译
41742,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[275],Settlement,castle_village_V3_2,attr:name,Settlements.Settlement.name.castle_village_V3_2,Valanby,瓦兰比,已翻译
41743,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[275],Settlement,castle_village_V3_2,attr:text,Settlements.Settlement.text.village_V3_1,Valanby sits overlooking the Trand estuary. The local landowners raise horses in paddocks reclaimed from the riverside marshes.,瓦兰比俯瞰特兰河河口。当地地主在从河边沼泽开垦的围场中养马。,已翻译
41747,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[276],Settlement,village_V3_2,attr:name,Settlements.Settlement.name.village_V3_2,Rulund,鲁伦德,已翻译
41748,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[276],Settlement,village_V3_2,attr:text,Settlements.Settlement.text.village_V3_2,"Rulund sits in the windswept coasts north of the Trand River. Although there are few forests in these parts for the pigs to root, they thrive on the rye and wheat grown on the downs by the sea.",鲁伦德坐落在特兰河以北的海风肆虐的海岸。虽然这些地区很少有森林供猪拱食，但它们以海边丘陵上种植的黑麦和小麦为生。,已翻译
41752,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[277],Settlement,village_V3_3,attr:name,Settlements.Settlement.name.village_V3_3,Larnac,拉纳克,已翻译
41753,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[277],Settlement,village_V3_3,attr:text,Settlements.Settlement.text.village_V3_3,"Larnac sits on gentle hills on the lower Trand valley. Villagers plant rye, barley and wheat for sale to the hungry urban population of nearby Pravend.",拉纳克坐落在特兰河下游河谷的平缓丘陵上。村民们种植黑麦、大麦和小麦，出售给附近普拉文德饥饿的城市人口。,已翻译
41757,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[278],Settlement,village_V3_4,attr:name,Settlements.Settlement.name.village_V3_4,Palisont,帕利松特,已翻译
41758,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[278],Settlement,village_V3_4,attr:text,Settlements.Settlement.text.village_V3_4,Palisont sits close to where the Trand River meets the sea. The cool sea air that flows upriver and the warm afternoons allow the growing of wine grapes.,帕利松特靠近特兰河入海处。逆流而上的凉爽海风和温暖的午后使得种植酿酒葡萄成为可能。,已翻译
41762,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[279],Settlement,town_N1,attr:name,Settlements.Settlement.name.town_N1,Hvalvik,瓦尔维克,已翻译
41763,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[279],Settlement,town_N1,attr:text,Zn9NwSTf,"Hvalvik is the main port on the remote northern island known to the Nords as Beinland, the land of bones. It is debated whether the island's namesake comes from the walrus ivory that drew hunters here, or the only trace that many left behind, buried in shallow graves alongside its bleak gravel-covered shores. In the last few generations, however, a run of milder winters and a growing mainland population has encouraged colonists to seek their fortune in Beinland, and the former cluster of whalers' huts known as Hvalvik is now a thriving town.",瓦尔维克是偏远北部岛屿的主要港口，诺德人称其为贝因兰，即骨头之地。关于该岛的名称是来自吸引猎人的海象牙，还是许多人留下的唯一痕迹——埋在浅坟中，散布在荒凉的砾石覆盖的海岸上，尚有争议。然而，在过去几代人中，一连串温和的冬季和不断增长的大陆人口鼓励殖民者在贝因兰寻求财富，以前被称为瓦尔维克的捕鲸者小屋群如今已是一个繁荣的城镇。,已翻译
41767,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[280],Settlement,town_N2,attr:name,Settlements.Settlement.name.town_N2,Gretysfjord,格雷蒂斯峡湾,已翻译
41768,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[280],Settlement,town_N2,attr:text,nxmX99pO,"Gretysfjord is perhaps the oldest walled town in the Nordvyg, yet there are greybeards here who claim their grandsires were among the first to settle here permanently. At first it was but a seasonal market by the shore, drawing in traders from across the seas, until a local chief built walls and a great hall and began calling himself jarl. It is still the most frequented port on the Nordvyg, a welcome refuge to sailors from the unpredictable and cold northern seas.",格雷蒂斯峡湾或许是诺德维格最古老的设防城镇，但这里的老人们声称，他们的祖父是最早在此永久定居的人之一。起初，它只是岸边的一个季节性市场，吸引着来自海外的商人，直到一位当地首领修建了城墙和一座大厅，并开始自称雅尔。它至今仍是诺德维格最繁忙的港口，是水手们从变幻莫测的寒冷北海上归来时受欢迎的避难所。,已翻译
41772,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[281],Settlement,town_N3,attr:name,Settlements.Settlement.name.town_N3,Thronderlag,斯隆德拉格,已翻译
41773,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[281],Settlement,town_N3,attr:text,Lg5rbZse,"Thronderlag was the gathering place of the Throndar, the legendary progenitors of the Nordic realm. Here, overlooking the sea, the clans would assemble on the cold spring equinox to resolve their disputes, choose a target for summertime raiding, and elect a warleader. Today the Nord king takes counsel mainly with a select group of his jarls in his hall, and such great assemblies are no longer held, but Thonderlag remains the symbolic center of the Nordvyg.",斯隆德拉格是斯隆达尔人的集会地，他们是诺德王国的传奇祖先。在这里，俯瞰大海，各氏族会在寒冷的春分时节聚集，解决争端，选择夏季劫掠的目标，并选举一位战争领袖。如今，诺德科农格主要在他的大厅里与一群精选的雅尔们商议，这样的大集会已不再举行，但斯隆德拉格仍然是诺德维格的象征中心。,已翻译
41777,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[282],Settlement,town_N4,attr:name,Settlements.Settlement.name.town_N4,Hargard,哈加德,已翻译
41778,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[282],Settlement,town_N4,attr:text,zh2tG1MX,"Nordic tribes pushing into the dark forests to their east founded the citadel of Hargard several generations ago. It overlooks the river that the Nords call the Jumne, probably a derivation of a Sturgian term for the mysterious burial pits found along its banks. Today, the river forms the main artery of transportation for the Nord kingdom's eastern domains, a meeting-place of Nords, Vakken, Sturgians, and even some forest-dwelling cousins of the steppe tribes, all harvesting the wealth of the river-valley to sell to the peoples of the south.",几代人前，诺德部落向东推进到黑暗森林中，建立了哈加德要塞。它俯瞰着诺德人称为尤姆内的河流，这个名字可能源自斯特吉亚语中河岸上神秘葬坑的术语。如今，这条河是诺德科农格东部领地的主要交通动脉，是诺德人、瓦肯人、斯特吉亚人，甚至一些草原部落的森林近亲的汇聚之地，他们都收获河谷的财富，卖给南方民族。,已翻译
41782,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[283],Settlement,castle_N1,attr:name,Settlements.Settlement.name.castle_N1,Agilting Castle,阿吉尔廷堡,已翻译
41783,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[284],Settlement,castle_N2,attr:name,Settlements.Settlement.name.castle_N2,Tharklif Castle,萨克利夫堡,已翻译
41784,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[285],Settlement,castle_N3,attr:name,Settlements.Settlement.name.castle_N3,Ykerslund Castle,伊克斯隆德堡,已翻译
41785,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[286],Settlement,castle_N4,attr:name,Settlements.Settlement.name.castle_N4,Brunmark Castle,布伦马克堡,已翻译
41786,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[287],Settlement,castle_N5,attr:name,Settlements.Settlement.name.castle_N5,Fimbulgard Castle,芬布尔加德堡,已翻译
41787,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[288],Settlement,castle_N6,attr:name,Settlements.Settlement.name.castle_N6,Haugr Castle,豪格尔堡,已翻译
41788,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[289],Settlement,castle_N7,attr:name,Settlements.Settlement.name.castle_N7,Hakarshus Castle,哈卡舒斯堡,已翻译
41789,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[290],Settlement,castle_N8,attr:name,Settlements.Settlement.name.castle_N8,Skarthness Castle,斯卡斯尼斯堡,已翻译
41790,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[291],Settlement,castle_N9,attr:name,Settlements.Settlement.name.castle_N9,Ulikshorn Castle,乌利克肖恩堡,已翻译
41791,战帆DLC,NavalDLC,定居点文本,settlements.xml,NavalDLC/ModuleData/settlements.xml,/Settlements[1]/Settlement[292],Settlement,castle_village_N1_1,attr:name,Settlements.Settlement.name.castle_village_N1_1,Laxahof,拉克萨霍夫,已翻译
