行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文
11633,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[149],CraftingPiece,mp_aserai_noble_long_sword_pommel,attr:name,,MP Aserai Noble Long Sword Pommel
11634,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[150],CraftingPiece,mp_battania_long_falx_pommel,attr:name,,MP Battania Long Falx Pommel
11635,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[151],CraftingPiece,mp_battania_falx_pommel,attr:name,,MP Battania Falx Pommel
11636,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[152],CraftingPiece,mp_battania_polearm_falx_pommel,attr:name,,MP Battania Polearm Falx Pommel
11637,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[153],CraftingPiece,mp_battania_long_sword_pommel,attr:name,,MP Battania Long Sword Pommel
11638,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[154],CraftingPiece,mp_battania_bastard_sword_pommel,attr:name,,MP Battania Bastard Sword Pommel
11639,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[155],CraftingPiece,mp_battania_sword_pommel,attr:name,,MP Battania Sword Pommel
11640,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[156],CraftingPiece,mp_battania_short_sword_pommel,attr:name,,MP Battania Short Sword Pommel
11641,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[157],CraftingPiece,mp_battania_2h_sword_pommel,attr:name,,MP Battania 2hander Pommel
11642,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[158],CraftingPiece,mp_battania_2h_long_sword_pommel,attr:name,,MP Battania Long 2hander Pommel
11643,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[159],CraftingPiece,mp_battania_dagger_pommel,attr:name,,MP Throwing Knifex Pommel
11644,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[160],CraftingPiece,mp_vlandian_noble_two_handed_sword_pommel,attr:name,,MP Vlandian Noble Twohander Pommel
11645,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[161],CraftingPiece,mp_vlandian_bastard_sword_pommel,attr:name,,MP Vlandian Bastard Sword Pommel
11646,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[162],CraftingPiece,mp_vlandian_noble_bastard_sword_pommel,attr:name,,MP Vlandian Noble Bastard Sword Pommel
11647,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[163],CraftingPiece,mp_test_sword_pommel,attr:name,,MP Test Sword Pommel
11648,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[164],CraftingPiece,mp_test_2hsword_pommel,attr:name,,MP Test 2hander Sword Pommel
11649,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[165],CraftingPiece,mp_vlandian_billhook_head,attr:name,,Mp Valndian Billhook Head
11650,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[166],CraftingPiece,mp_khuzait_light_axe_head,attr:name,,MP Khuzait Axe Head
11651,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[167],CraftingPiece,mp_empire_2haxe_head,attr:name,,Mp Empire 2h Axe Head
11652,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[168],CraftingPiece,mp_empire_short_2axe_head,attr:name,,Mp Empire Short 2h Axe Head
11653,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[169],CraftingPiece,mp_vlandia_halberd_head,attr:name,,Mp Vlandian Halberd Head
11654,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[170],CraftingPiece,mp_vlandian_throwing_axe_head,attr:name,,Mp Vlandian Throwing Axe Head
11655,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[171],CraftingPiece,mp_vlandian_throwing_axe_head_extra,attr:name,,Mp Vlandian Throwing Axe Head
11656,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[172],CraftingPiece,mp_battanian_throwing_axe_head,attr:name,,Mp Battanian Throwing Axe Head
11657,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[173],CraftingPiece,mp_aserai_2haxe_head,attr:name,,Mp Aserai 2h Axe Head
11658,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[174],CraftingPiece,mp_aserai_strong_2haxe_head,attr:name,,Mp Aserai Strong 2h Axe Head
11659,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[175],CraftingPiece,mp_sturgia_throwing_axe_head,attr:name,,Mp Sturgia Throwing Axe Head
11660,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[176],CraftingPiece,mp_sturgia_throwing_axe_head_captain,attr:name,,Mp Sturgia Throwing Axe Head
11661,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[177],CraftingPiece,mp_aserai_throwing_axe_head,attr:name,,Mp Aserai Throwing Axe Head
11662,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[178],CraftingPiece,mp_battania_axe_head,attr:name,,MP Battania Axe Head
11663,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[179],CraftingPiece,mp_sturgia_axe_head,attr:name,,Mp Sturgia Axe Head
11664,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[180],CraftingPiece,mp_sturgia_heavy_axe_head,attr:name,,Mp Sturgia Heavy Axe Head
11665,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[181],CraftingPiece,mp_sturgia_noble_axe_head,attr:name,,Mp Sturgia Noble Axe Head
11666,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[182],CraftingPiece,mp_sturgia_cavalry_axe_head,attr:name,,MP Sturgia Cavalry Axe Head
11667,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[183],CraftingPiece,mp_sturgia_2haxe_head,attr:name,,MP Sturgia 2Handed Axe Head
11668,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[184],CraftingPiece,mp_battania_woodcutters_axe_head,attr:name,,MP Battania Woodcutters Axe Head
11669,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[185],CraftingPiece,mp_empire_axe_head,attr:name,,MP Empire Axe Head
11670,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[186],CraftingPiece,mp_empire_heavy_axe_head,attr:name,,Kampoks Head
11671,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[187],CraftingPiece,mp_empire_battle_axe_head,attr:name,,MP Empire Battle Axe Head
11672,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[188],CraftingPiece,mp_vlandia_bastard_axe_head,attr:name,,MP Western Bastard Axe Head
11673,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[189],CraftingPiece,mp_aserai_axe_head,attr:name,,MP Aserai Axe Craft Head
11674,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[190],CraftingPiece,mp_hatchet_axe_head,attr:name,,MP Hatchet Axe Craft Head
11675,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[191],CraftingPiece,mp_sturiga_woodsplitter_axe_head,attr:name,,MP Sturgia Woodsplitter Axe
11676,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[192],CraftingPiece,mp_vlandian_axe_head,attr:name,,MP Vlandain Axe Head
11677,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[193],CraftingPiece,mp_sturgia_long_2haxe_head,attr:name,,MP Sturgia Long 2Handed Axe Head
11678,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[194],CraftingPiece,mp_test_axe_head,attr:name,,MP Test Axe Head
11679,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[195],CraftingPiece,mp_test_2haxe_head,attr:name,,MP Test Axe Head
11680,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[196],CraftingPiece,mp_vlandian_billhook_handle,attr:name,,MP Vlandia Billhok Handle
11681,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[197],CraftingPiece,mp_hatchet_axe_handle,attr:name,,MP Hatchet Axe Handle
11682,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[198],CraftingPiece,mp_empire_2haxe_handle,attr:name,,MP Empire 2h Axe Handle
11683,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[199],CraftingPiece,mp_empire_short_2haxe_handle,attr:name,,MP Empire short 2h Axe Handle
11684,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[200],CraftingPiece,mp_battanian_throwing_axe_handle,attr:name,,MP Battanian Throwing Axe Handle
11685,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[201],CraftingPiece,mp_vlandian_throwing_axe_handle,attr:name,,MP Vlandian Throwing Axe Handle
11686,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[202],CraftingPiece,mp_vlandian_throwing_axe_handle_extra,attr:name,,MP Vlandian Extra Throwing Axe Handle
11687,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[203],CraftingPiece,mp_aserai_2haxe_handle,attr:name,,MP Aserai 2h Axe Handle
11688,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[204],CraftingPiece,mp_aserai_strong_2haxe_handle,attr:name,,MP Aserai Strong 2h Axe Handle
11689,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[205],CraftingPiece,mp_empire_axe_handle,attr:name,,MP Empire Axe Handle
11690,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[206],CraftingPiece,mp_empire_heavy_axe_handle,attr:name,,MP Heavy Empire Axe Handle
11691,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[207],CraftingPiece,mp_empire_axe_handle_new2,attr:name,,MP Empire Axe Handle new2
11692,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[208],CraftingPiece,mp_empire_axe_handle_new3,attr:name,,MP Empire Axe Handle new3
11693,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[209],CraftingPiece,mp_empire_axe_handle_new4,attr:name,,MP Empire Axe Handle new4
11694,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[210],CraftingPiece,mp_empire_battle_axe_handle,attr:name,,MP Empire Battle Axe Handle
11695,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[211],CraftingPiece,mp_vlandia_bastard_axe_handle,attr:name,,MP Vlandia Bastard Axe Handle
11696,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[212],CraftingPiece,mp_aserai_axe_handle,attr:name,,MP Aserai Axe Handle
11697,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[213],CraftingPiece,mp_sturgia_throwing_axe_handle,attr:name,,MP Strugia Throwing Axe Handle
11698,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[214],CraftingPiece,mp_aserai_throwing_axe_handle,attr:name,,MP Aserai Throwing Axe Handle
11699,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[215],CraftingPiece,mp_battania_axe_handle,attr:name,,MP Battania Axe Handle
11700,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[216],CraftingPiece,mp_sturgia_axe_handle,attr:name,,MP Sturgia Axe Handle
11701,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[217],CraftingPiece,mp_sturgia_cavalry_axe_handle,attr:name,,MP Sturgia Cavalry Axe Handle
11702,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[218],CraftingPiece,mp_sturgia_heavy_axe_handle,attr:name,,MP Strugia Heavy Axe Hanlde
11703,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[219],CraftingPiece,mp_battania_woodcutters_axe_handle,attr:name,,MP Battania Woodcutters Axe Handle
11704,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[220],CraftingPiece,mp_sturgia_2haxe_handle,attr:name,,MP Strugia Twohanded Axe Handle
11705,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[221],CraftingPiece,mp_vlandia_halberd_handle,attr:name,,MP Strugia Twohanded Axe Handle
11706,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[222],CraftingPiece,mp_sturiga_woodsplitter_axe_handle,attr:name,,MP Sturgia Woodsplitters Axe Handle
11707,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[223],CraftingPiece,mp_vlandian_axe_handle,attr:name,,MP Vlandian Axe Handle
11708,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[224],CraftingPiece,mp_sturgia_long_2haxe_handle,attr:name,,MP Strugia Long Twohanded Axe Handle
11709,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[225],CraftingPiece,mp_test_axe_handle,attr:name,,MP Test Axe Handle
11710,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[226],CraftingPiece,mp_test_2haxe_handle,attr:name,,MP Test Axe Handle
11711,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[227],CraftingPiece,mp_khuzait_throwing_spear_blade,attr:name,,Mp Khuzait Throwing Spear Blade
11712,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[228],CraftingPiece,mp_ash_throwing_spear_blade,attr:name,,Mp Ash Throwing Spear Blade
11713,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[229],CraftingPiece,mp_ash_throwing_spear_blade_extra,attr:name,,Mp Ash Throwing Spear Blade
11714,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[230],CraftingPiece,mp_khuzait_extra_throwing_spear_blade,attr:name,,Mp Khuzait Throwing Spear Blade
11715,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[231],CraftingPiece,mp_javelin_blade,attr:name,,Mp Javelin Blade
11716,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[232],CraftingPiece,mp_javelin_blade_extraammo,attr:name,,Mp Javelin Blade (Extra Ammo)
11717,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[233],CraftingPiece,mp_javelin_blade_captain,attr:name,,Mp Javelin Blade
11718,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[234],CraftingPiece,mp_javelin_blade_extraammo_captain,attr:name,,Mp Javelin Blade (Extra Ammo)
11719,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[235],CraftingPiece,mp_light_javelin_blade,attr:name,,Mp Light Javelin Blade
11720,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[236],CraftingPiece,mp_plumbata_blade,attr:name,,Plumbata
11721,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[237],CraftingPiece,mp_pilum_blade,attr:name,,Mp Pilum Blade
11722,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[238],CraftingPiece,mp_pilum_blade_extraammo,attr:name,,Mp Pilum Blade (Extra Ammo)
11723,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[239],CraftingPiece,mp_jereed_blade,attr:name,,Mp Jereed Blade
11724,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[240],CraftingPiece,mp_jereed_blade_extra,attr:name,,Mp Extra Jereed Blade
11725,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[241],CraftingPiece,mp_jereed_blade_captain,attr:name,,Mp Jereed Blade
11726,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[242],CraftingPiece,mp_jereed_blade_extra_captain,attr:name,,Mp Extra Jereed Blade
11727,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[243],CraftingPiece,mp_sturgia_harpoon_blade,attr:name,,Mp Sturgia Harpoon Blade
11728,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[244],CraftingPiece,mp_sturgia_harpoon_blade_extra,attr:name,,Mp Sturgia Harpoon Extra Blade
11729,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[245],CraftingPiece,mp_sturgia_harpoon_blade_strong,attr:name,,Mp Sturgia Harpoon Strong Blade
11730,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[246],CraftingPiece,mp_sturgia_harpoon_blade_captain,attr:name,,Mp Sturgia Harpoon Blade
11731,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[247],CraftingPiece,mp_sturgia_harpoon_blade_extra_captain,attr:name,,Mp Sturgia Harpoon Extra Blade
11732,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[248],CraftingPiece,mp_sturgia_harpoon_blade_strong_captain,attr:name,,Mp Sturgia Harpoon Strong Blade
11733,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[249],CraftingPiece,mp_battania_javelin_blade,attr:name,,Mp Battania Javelin Blade
11734,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[250],CraftingPiece,mp_battania_javelin_blade_captain,attr:name,,Mp Battania Javelin Blade
11735,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[251],CraftingPiece,mp_battania_javelin_blade_extra,attr:name,,Mp Battania Javelin Blade
11736,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[252],CraftingPiece,mp_battania_javelin_blade_extra_captain,attr:name,,Mp Battania Javelin Blade
11737,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[253],CraftingPiece,mp_western_spear_blade,attr:name,,MP Western Spear Blade
11738,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[254],CraftingPiece,mp_western_long_spear_blade,attr:name,,MP Western Long Spear Blade
11739,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[255],CraftingPiece,mp_western_cavalry_spear_blade,attr:name,,MP Western Cavalry Spear Blade
11740,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[256],CraftingPiece,mp_western_pitchfork_metal_blade,attr:name,,MP Western Pitchfork Blade
11741,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[257],CraftingPiece,mp_western_pitchfork_wood_blade,attr:name,,Fork Head
11742,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[258],CraftingPiece,mp_vlandian_pike_blade,attr:name,,MP Vlandian Pike Blade
11743,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[259],CraftingPiece,mp_battania_pike_blade,attr:name,,MP Battania Pike Blade
11744,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[260],CraftingPiece,mp_aserai_pike_blade,attr:name,,MP Aserai Pike Blade
11745,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[261],CraftingPiece,mp_western_long_lance_blade,attr:name,,Mp Western Lance Blade
11746,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[262],CraftingPiece,mp_western_lance_blade,attr:name,,Mp Western Long Lance Blade
11747,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[263],CraftingPiece,mp_vlandian_heavy_lance_blade,attr:name,,Mp Vlandian Heavy Lance Blade
11748,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[264],CraftingPiece,mp_khuzait_spear_blade,attr:name,,Mp Khuzait Spear Blade
11749,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[265],CraftingPiece,mp_khuzait_cavalry_spear_blade,attr:name,,Mp Khuzait Cavalry Spear Blade
11750,原版,Native,物品装备,mp_crafting_pieces.xml,Native/ModuleData/mp_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[266],CraftingPiece,mp_khuzait_lance_blade,attr:name,,Mp Khuzait Lance Blade
